Country,Sector,Type,Year,Pollution
Spain,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2005,0.0
European Union - 27 countries (from 2020),Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2005,0.0
European Union - 28 countries (2013-2020),Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2005,0.0
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2005,0.0
Finland,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2005,0.0
Hungary,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2005,0.0
Ireland,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2005,0.0
Lithuania,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2005,0.0
Romania,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2005,0.0
Sweden,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2005,0.0
Slovakia,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2005,0.0
United Kingdom,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2005,0.0
Germany,Total,Hydrofluorocarbones and perfluorocarbones -,2005,1050.78
Spain,Total,Hydrofluorocarbones and perfluorocarbones -,2005,
European Union - 27 countries (from 2020),Total,Hydrofluorocarbones and perfluorocarbones -,2005,1075.75
European Union - 28 countries (2013-2020),Total,Hydrofluorocarbones and perfluorocarbones -,2005,1075.75
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Total,Hydrofluorocarbones and perfluorocarbones -,2005,1075.75
Italy,Total,Hydrofluorocarbones and perfluorocarbones -,2005,24.97
Austria,Fuel combustion in transport,Nitrous oxide,2005,0.58
Belgium,Fuel combustion in transport,Nitrous oxide,2005,0.68
Bulgaria,Fuel combustion in transport,Nitrous oxide,2005,0.44
Switzerland,Fuel combustion in transport,Nitrous oxide,2005,0.33
Cyprus,Fuel combustion in transport,Nitrous oxide,2005,0.09
Czechia,Fuel combustion in transport,Nitrous oxide,2005,0.65
Germany,Fuel combustion in transport,Nitrous oxide,2005,3.53
Denmark,Fuel combustion in transport,Nitrous oxide,2005,0.37
Estonia,Fuel combustion in transport,Nitrous oxide,2005,0.12
Greece,Fuel combustion in transport,Nitrous oxide,2005,1.33
Spain,Fuel combustion in transport,Nitrous oxide,2005,2.98
European Union - 27 countries (from 2020),Fuel combustion in transport,Nitrous oxide,2005,25.59
European Union - 28 countries (2013-2020),Fuel combustion in transport,Nitrous oxide,2005,29.87
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Fuel combustion in transport,Nitrous oxide,2005,29.95
Finland,Fuel combustion in transport,Nitrous oxide,2005,0.33
France,Fuel combustion in transport,Nitrous oxide,2005,4.59
Croatia,Fuel combustion in transport,Nitrous oxide,2005,0.23
Hungary,Fuel combustion in transport,Nitrous oxide,2005,0.46
Ireland,Fuel combustion in transport,Nitrous oxide,2005,0.63
Iceland,Fuel combustion in transport,Nitrous oxide,2005,0.05
Italy,Fuel combustion in transport,Nitrous oxide,2005,3.81
Lithuania,Fuel combustion in transport,Nitrous oxide,2005,0.25
Luxembourg,Fuel combustion in transport,Nitrous oxide,2005,0.1
Latvia,Fuel combustion in transport,Nitrous oxide,2005,0.18
Malta,Fuel combustion in transport,Nitrous oxide,2005,0.02
Netherlands,Fuel combustion in transport,Nitrous oxide,2005,0.86
Norway,Fuel combustion in transport,Nitrous oxide,2005,0.3
Poland,Fuel combustion in transport,Nitrous oxide,2005,1.36
Portugal,Fuel combustion in transport,Nitrous oxide,2005,0.7
Romania,Fuel combustion in transport,Nitrous oxide,2005,0.5
Sweden,Fuel combustion in transport,Nitrous oxide,2005,0.39
Slovenia,Fuel combustion in transport,Nitrous oxide,2005,0.18
Slovakia,Fuel combustion in transport,Nitrous oxide,2005,0.24
Turkey,Fuel combustion in transport,Nitrous oxide,2005,2.63
United Kingdom,Fuel combustion in transport,Nitrous oxide,2005,4.28
Austria,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.31
Belgium,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.13
Bulgaria,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.26
Switzerland,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.02
Cyprus,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.0
Czechia,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.07
Germany,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.16
Denmark,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.08
Estonia,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.08
Greece,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.97
Spain,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.36
European Union - 27 countries (from 2020),"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,13.18
European Union - 28 countries (2013-2020),"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,13.38
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,13.41
Finland,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.05
France,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,3.4
Croatia,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.24
Hungary,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.03
Ireland,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.31
Iceland,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.02
Italy,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,2.68
Lithuania,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.04
Luxembourg,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.01
Latvia,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.1
Malta,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.0
Netherlands,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.05
Norway,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.03
Poland,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,3.24
Portugal,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.21
Romania,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.13
Sweden,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.08
Slovenia,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.09
Slovakia,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.1
Turkey,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,3.6
United Kingdom,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2005,0.2
Austria,Agriculture,Nitrous oxide,2005,7.91
Belgium,Agriculture,Nitrous oxide,2005,14.62
Bulgaria,Agriculture,Nitrous oxide,2005,9.26
Switzerland,Agriculture,Nitrous oxide,2005,6.54
Cyprus,Agriculture,Nitrous oxide,2005,0.72
Czechia,Agriculture,Nitrous oxide,2005,14.21
Germany,Agriculture,Nitrous oxide,2005,97.95
Denmark,Agriculture,Nitrous oxide,2005,16.69
Estonia,Agriculture,Nitrous oxide,2005,1.97
Greece,Agriculture,Nitrous oxide,2005,13.22
Spain,Agriculture,Nitrous oxide,2005,44.27
European Union - 27 countries (from 2020),Agriculture,Nitrous oxide,2005,576.61
European Union - 28 countries (2013-2020),Agriculture,Nitrous oxide,2005,628.35
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Agriculture,Nitrous oxide,2005,629.66
Finland,Agriculture,Nitrous oxide,2005,12.44
France,Agriculture,Nitrous oxide,2005,118.21
Croatia,Agriculture,Nitrous oxide,2005,4.94
Hungary,Agriculture,Nitrous oxide,2005,11.42
Ireland,Agriculture,Nitrous oxide,2005,21.26
Iceland,Agriculture,Nitrous oxide,2005,0.86
Italy,Agriculture,Nitrous oxide,2005,40.74
Lithuania,Agriculture,Nitrous oxide,2005,6.73
Luxembourg,Agriculture,Nitrous oxide,2005,0.75
Latvia,Agriculture,Nitrous oxide,2005,3.17
Malta,Agriculture,Nitrous oxide,2005,0.12
Netherlands,Agriculture,Nitrous oxide,2005,21.26
Norway,Agriculture,Nitrous oxide,2005,5.97
Poland,Agriculture,Nitrous oxide,2005,56.96
Portugal,Agriculture,Nitrous oxide,2005,7.58
Romania,Agriculture,Nitrous oxide,2005,32.48
Sweden,Agriculture,Nitrous oxide,2005,11.7
Slovenia,Agriculture,Nitrous oxide,2005,1.75
Slovakia,Agriculture,Nitrous oxide,2005,4.32
Turkey,Agriculture,Nitrous oxide,2005,66.35
United Kingdom,Agriculture,Nitrous oxide,2005,51.73
Austria,Total,Nitrous oxide,2005,12.15
Belgium,Total,Nitrous oxide,2005,28.74
Bulgaria,Total,Nitrous oxide,2005,14.72
Switzerland,Total,Nitrous oxide,2005,10.68
Cyprus,Total,Nitrous oxide,2005,0.92
Czechia,Total,Nitrous oxide,2005,21.29
Germany,Total,Nitrous oxide,2005,151.2
Denmark,Total,Nitrous oxide,2005,19.14
Estonia,Total,Nitrous oxide,2005,3.38
Greece,Total,Nitrous oxide,2005,19.96
Spain,Total,Nitrous oxide,2005,66.57
European Union - 27 countries (from 2020),Total,Nitrous oxide,2005,936.9
European Union - 28 countries (2013-2020),Total,Nitrous oxide,2005,1023.33
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Total,Nitrous oxide,2005,1024.96
Finland,Total,Nitrous oxide,2005,27.4
France,Total,Nitrous oxide,2005,167.74
Croatia,Total,Nitrous oxide,2005,8.48
Hungary,Total,Nitrous oxide,2005,19.09
Ireland,Total,Nitrous oxide,2005,24.09
Iceland,Total,Nitrous oxide,2005,1.05
Italy,Total,Nitrous oxide,2005,94.65
Lithuania,Total,Nitrous oxide,2005,15.88
Luxembourg,Total,Nitrous oxide,2005,1.05
Latvia,Total,Nitrous oxide,2005,5.76
Malta,Total,Nitrous oxide,2005,0.21
Netherlands,Total,Nitrous oxide,2005,47.0
Norway,Total,Nitrous oxide,2005,14.7
Poland,Total,Nitrous oxide,2005,87.08
Portugal,Total,Nitrous oxide,2005,14.79
Romania,Total,Nitrous oxide,2005,51.94
Sweden,Total,Nitrous oxide,2005,20.94
Slovenia,Total,Nitrous oxide,2005,2.75
Slovakia,Total,Nitrous oxide,2005,9.94
Turkey,Total,Nitrous oxide,2005,88.17
United Kingdom,Total,Nitrous oxide,2005,86.43
Austria,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,173.17
Belgium,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,201.21
Bulgaria,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,130.34
Switzerland,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,99.02
Cyprus,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,28.18
Czechia,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,195.07
Germany,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,1051.2
Denmark,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,109.95
Estonia,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,35.21
Greece,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,394.88
Spain,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,888.23
European Union - 27 countries (from 2020),Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,7627.04
European Union - 28 countries (2013-2020),Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,8902.38
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,8923.9
Finland,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,97.1
France,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,1367.42
Croatia,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,68.54
Hungary,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,136.04
Ireland,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,187.06
Iceland,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,13.7
Italy,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,1136.79
Lithuania,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,73.09
Luxembourg,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,30.75
Latvia,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,54.94
Malta,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,5.41
Netherlands,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,256.82
Norway,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,88.94
Poland,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,406.41
Portugal,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,207.93
Romania,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,149.81
Sweden,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,116.99
Slovenia,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,54.13
Slovakia,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,70.37
Turkey,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,782.67
United Kingdom,Fuel combustion in transport,Nitrous oxide (CO2 equivalent),2005,1275.34
Austria,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,92.99
Belgium,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,39.1
Bulgaria,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,78.0
Switzerland,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,6.1
Cyprus,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,0.21
Czechia,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,21.83
Germany,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,47.18
Denmark,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,22.48
Estonia,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,25.17
Greece,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,288.57
Spain,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,106.0
European Union - 27 countries (from 2020),"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,3926.88
European Union - 28 countries (2013-2020),"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,3987.04
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,3996.22
Finland,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,14.24
France,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,1012.16
Croatia,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,71.92
Hungary,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,9.33
Ireland,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,91.56
Iceland,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,5.91
Italy,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,799.99
Lithuania,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,12.06
Luxembourg,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,2.39
Latvia,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,28.97
Malta,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,0.06
Netherlands,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,14.1
Norway,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,9.95
Poland,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,966.6
Portugal,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,62.55
Romania,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,40.13
Sweden,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,22.9
Slovenia,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide (CO2 equivalent),2005,25.44
